Bruttobetrag,SOLL/HABEN,"Konto (Erlöskonto)","Gegenkonto (Debitor)",Belegdatum,Belegnummer,Buchungstext,Zahlungsart,Dokument
11.55,H,44020,111112,291020,20001775,"A: 12006115 | K: 10796",PayPal,PDF
52.07,H,44020,111112,211220,20002142,"A: 12006504 | K: 11180",Vorkasse,PDF
54.35,H,44020,111112,201020,20001719,"A: 12006037 | K: 10671","Mollie PayPal",PDF
12.49,H,44020,111112,231120,20001925,"A: 12006280 | K: 10950",PayPal,PDF
37.28,H,44020,111112,281220,20002296,"A: 12006658 | K: 11338",PayPal,PDF
15.59,H,44020,111112,131020,20001698,"A: 12006013 | K: 10595","SOFORT Überweisung",PDF
56.71,H,44020,111112,301220,20002355,"A: 12006723 | K: 11406",PayPal,PDF
116.49,H,44020,111112,231220,20002230,"A: 12006592 | K: 11268",PayPal,PDF
51.75,H,44020,111112,141020,20001702,"A: 12006017 | K: 10624","Mollie PayPal",PDF
76.68,H,44020,111112,281220,20002257,"A: 12006610 | K: 11288",PayPal,PDF
28.96,H,44020,111112,301220,20002369,"A: 12006736 | K: 11421",PayPal,PDF
67.8,H,44020,111112,281020,20001762,"A: 12006100 | K: 10783",PayPal,PDF
55.92,H,44020,111112,281220,20002249,"A: 12006602 | K: 11280",PayPal,PDF
13.99,H,44020,111112,241220,20002236,"A: 12006598 | K: 11274",PayPal,PDF
152.69,H,44020,111112,261020,20001748,"A: 12006074 | K: 10750","SOFORT Überweisung",PDF
13.99,H,44020,111112,271120,20001956,"A: 12006310 | K: 10981",PayPal,PDF
28.08,H,44020,111112,131120,20001860,"A: 12006212 | K: 10883",PayPal,PDF
29.58,H,44020,111112,091120,20001829,"A: 12006181 | K: 10856",PayPal,PDF
499.99,H,44020,111112,090121,20002603,"A: 12006746 | K: 11432",Vorkasse,PDF
84.21,H,44020,111112,241120,20001937,"A: 12006291 | K: 10651",PayPal,PDF
35.14,H,44020,111112,251120,20001946,"A: 12006300 | K: 10969",PayPal,PDF
69.9,H,44020,111112,241120,20001939,"A: 12006294 | K: 10963",PayPal,PDF
11.09,H,44020,111112,211020,20001727,"A: 12006044 | K: 10692","Mollie PayPal",PDF
54.15,H,44020,111112,041120,20001809,"A: 12006153 | K: 10834",PayPal,PDF
84.18,H,44020,111112,251120,20001941,"A: 12006295 | K: 10964","SOFORT Überweisung",PDF
22.19,H,44020,111112,151220,20002092,"A: 12006449 | K: 11122",PayPal,PDF
22.85,H,44020,111112,171020,20001708,"A: 12006026 | K: 10650","Mollie PayPal",PDF
61.96,H,44020,111112,020121,20002309,"A: 12006672 | K: 11353",PayPal,PDF
12.59,H,44020,111112,291220,20002308,"A: 12006669 | K: 11349",PayPal,PDF
22.37,H,44020,111112,011220,20001975,"A: 12006329 | K: 10999",PayPal,PDF
56.1,H,44020,111112,151220,20002087,"A: 12006443 | K: 11116",PayPal,PDF
74.9,H,44020,111112,121220,20002056,"A: 12006415 | K: 11087",PayPal,PDF
53.81,H,44020,111112,171120,20001899,"A: 12006254 | K: 10926",PayPal,PDF
34.35,H,44020,111112,081220,20002024,"A: 12006385 | K: 11055",PayPal,PDF
52.53,H,44020,111112,161120,20001879,"A: 12006238 | K: 10908",PayPal,PDF
27.98,H,44020,111112,071220,20002015,"A: 12006361 | K: 11032",PayPal,PDF
17.89,H,44020,111112,021220,20001984,"A: 12006339 | K: 11009",PayPal,PDF
15.59,H,44020,111112,031220,20001989,"A: 12006344 | K: 11014",PayPal,PDF
75.49,H,44020,111112,281220,20002298,"A: 12006663 | K: 11342",PayPal,PDF
49.07,H,44020,111112,141220,20002081,"A: 12006438 | K: 11111",PayPal,PDF
164.99,H,44020,111112,291220,20002310,"A: 12006673 | K: 11354",PayPal,PDF
27.29,H,44020,111112,231220,20002221,"A: 12006583 | K: 11260",PayPal,PDF
17.57,H,44020,111112,141220,20002075,"A: 12006434 | K: 11107",PayPal,PDF
13.99,H,44020,111112,301220,20002335,"A: 12006703 | K: 11385",PayPal,PDF
13.99,H,44020,111112,291220,20002325,"A: 12006695 | K: 11376",PayPal,PDF
29.39,H,44020,111112,291220,20002306,"A: 12006667 | K: 11345",PayPal,PDF
32.89,H,44020,111112,111220,20002048,"A: 12006407 | K: 11079",PayPal,PDF
80.94,H,44020,111112,061120,20001816,"A: 12006163 | K: 10840",PayPal,PDF
50.89,H,44020,111112,231120,20001928,"A: 12006285 | K: 10176",PayPal,PDF
16.88,H,44020,111112,281220,20002287,"A: 12006653 | K: 11332",PayPal,PDF
18.09,H,44020,111112,221220,20002204,"A: 12006563 | K: 11239",PayPal,PDF
26.68,H,44020,111112,081220,20002022,"A: 12006384 | K: 11054",PayPal,PDF
164.99,H,44020,111112,111220,20002046,"A: 12006404 | K: 11076",PayPal,PDF
70.47,H,44020,111112,071220,20002008,"A: 12006368 | K: 11038",PayPal,PDF
60.95,H,44020,111112,301220,20002349,"A: 12006704 | K: 11386",PayPal,PDF
68.07,H,44020,111112,071220,20002012,"A: 12006372 | K: 11043",PayPal,PDF
23.86,H,44020,111112,221220,20002206,"A: 12006567 | K: 11243",PayPal,PDF
26.98,H,44020,111112,201120,20001915,"A: 12006269 | K: 10940",PayPal,PDF
274.99,H,44020,111112,021220,20001986,"A: 12006340 | K: 11010",PayPal,PDF
15.89,H,44020,111112,291220,20002327,"A: 12006694 | K: 11375",PayPal,PDF
57.27,H,44020,111112,041120,20001808,"A: 12006152 | K: 10833",PayPal,PDF
50.87,H,44020,111112,311220,20002381,"A: 12006738 | K: 11423",PayPal,PDF
19.19,H,44020,111112,141220,20002063,"A: 12006422 | K: 11095",PayPal,PDF
56.9,H,44020,111112,111120,20001851,"A: 12006204 | K: 10877","SOFORT Überweisung",PDF
-56.9,H,44020,111112,090121,21000011,"A: 12006204 | K: 10877","SOFORT Überweisung",PDF
56.9,H,44020,111112,090121,20001973,"A: 12006204 | K: 10877","SOFORT Überweisung",PDF
16.19,H,44020,111112,261120,20001951,"A: 12006305 | K: 10975",PayPal,PDF
52.23,H,44020,111112,151020,20001704,"A: 12006020 | K: 10639","Mollie PayPal",PDF
19.19,H,44020,111112,021220,20001983,"A: 12006338 | K: 11008",PayPal,PDF
20.24,H,44020,111112,050121,20002468,"A: 12006764 | K: 11242",PayPal,PDF
31.67,H,44020,111112,241220,20002238,"A: 12006599 | K: 11275",PayPal,PDF
53.96,H,44020,111112,291020,20001773,"A: 12006111 | K: 10794",PayPal,PDF
19.99,H,44020,111112,141220,20002064,"A: 12006424 | K: 11097",PayPal,PDF
39.8,H,44020,111112,261020,20001740,"A: 12006066 | K: 10732",PayPal,PDF
40.47,H,44020,111112,041120,20001806,"A: 12006149 | K: 10831",PayPal,PDF
54.48,H,44020,111112,211220,20002183,"A: 12006546 | K: 11223",PayPal,PDF
15.06,H,44020,111112,191220,20002140,"A: 12006500 | K: 11176",PayPal,PDF
13.59,H,44020,111112,161120,20001888,"A: 12006243 | K: 10914",PayPal,PDF
23.57,H,44020,111112,291220,20002319,"A: 12006686 | K: 11367",PayPal,PDF
41.97,H,44020,111112,281220,20002280,"A: 12006659 | K: 11339",PayPal,PDF
22.85,H,44020,111112,301020,20001782,"A: 12006122 | K: 10804",PayPal,PDF
27.98,H,44020,111112,021220,20001981,"A: 12006336 | K: 11006",PayPal,PDF
40.47,H,44020,111112,261020,20001746,"A: 12006072 | K: 10741","SOFORT Überweisung",PDF
16.89,H,44020,111112,141020,20001700,"A: 12006015 | K: 10606","Mollie PayPal",PDF
255.16,H,44020,111112,241120,20001938,"A: 12006293 | K: 10962",PayPal,PDF
53.96,H,44020,111112,021120,20001792,"A: 12006133 | K: 10815",PayPal,PDF
11.09,H,44020,111112,171220,20002115,"A: 12006475 | K: 11150",PayPal,PDF
241.29,H,44020,111112,061120,20001821,"A: 12006167 | K: 10843",PayPal,PDF
21.99,H,44020,111112,291020,20001771,"A: 12006109 | K: 10792",PayPal,PDF
274.99,H,44020,111112,071220,20002016,"A: 12006359 | K: 11029",PayPal,PDF
51.94,H,44020,111112,111220,20002047,"A: 12006406 | K: 11078",PayPal,PDF
178.74,H,44020,111112,191120,20001905,"A: 12006259 | K: 10931",PayPal,PDF
97.93,H,44020,111112,281220,20002258,"A: 12006652 | K: 11331",PayPal,PDF
23.79,H,44020,111112,281020,20001768,"A: 12006097 | K: 10781",PayPal,PDF
29.39,H,44020,111112,071220,20002005,"A: 12006360 | K: 11030",PayPal,PDF
274.99,H,44020,111112,121220,20002059,"A: 12006414 | K: 11086",PayPal,PDF
15.39,H,44020,111112,261020,20001742,"A: 12006068 | K: 10734",PayPal,PDF
16.89,H,44020,111112,301220,20002352,"A: 12006720 | K: 11403",PayPal,PDF
13.99,H,44020,111112,040121,20002447,"A: 12006761 | K: 11447",PayPal,PDF
28.08,H,44020,111112,271120,20001955,"A: 12006309 | K: 10980",PayPal,PDF
21.99,H,44020,111112,311220,20002374,"A: 12006752 | K: 11438",PayPal,PDF
90.13,H,44020,111112,261020,20001743,"A: 12006070 | K: 10736",PayPal,PDF
26.98,H,44020,111112,261020,20001738,"A: 12006064 | K: 10727",PayPal,PDF
35.39,H,44020,111112,211220,20002190,"A: 12006549 | K: 11227",PayPal,PDF
87.49,H,44020,111112,141020,20001699,"A: 12006014 | K: 10605","Mollie PayPal",PDF
30.28,H,44020,111112,090121,20002146,"A: 12006505 | K: 11181",PayPal,PDF
27.98,H,44020,111112,301220,20002331,"A: 12006698 | K: 11379",PayPal,PDF
17.35,H,44020,111112,231120,20001927,"A: 12006283 | K: 10954",PayPal,PDF
69.85,H,44020,111112,101120,20001843,"A: 12006197 | K: 10870",PayPal,PDF
68.28,H,44020,111112,311220,20002375,"A: 12006744 | K: 11430",PayPal,PDF
52.58,H,44020,111112,221220,20002203,"A: 12006565 | K: 11241",PayPal,PDF
59.48,H,44020,111112,131120,20001862,"A: 12006217 | K: 10888",PayPal,PDF
63.79,H,44020,111112,171220,20002114,"A: 12006472 | K: 11147",PayPal,PDF
51.06,H,44020,111112,141120,20001868,"A: 12006221 | K: 10892",PayPal,PDF
30.48,H,44020,111112,301220,20002340,"A: 12006710 | K: 11392",PayPal,PDF
8.29,H,44020,111112,301220,20002344,"A: 12006717 | K: 11400",PayPal,PDF
19.19,H,44020,111112,141220,20002079,"A: 12006437 | K: 11110",PayPal,PDF
40.47,H,44020,111112,021120,20001796,"A: 12006136 | K: 10818",PayPal,PDF
55.85,H,44020,111112,281020,20001764,"A: 12006101 | K: 10784",PayPal,PDF
55.96,H,44020,111112,281220,20002243,"A: 12006609 | K: 11287",PayPal,PDF
51.16,H,44020,111112,020121,20002387,"A: 12006755 | K: 11441",PayPal,PDF
28.08,H,44020,111112,161120,20001870,"A: 12006225 | K: 10894",PayPal,PDF
70.99,H,44020,111112,231220,20002222,"A: 12006578 | K: 11255",PayPal,PDF
70.47,H,44020,111112,281020,20001765,"A: 12006102 | K: 10785",PayPal,PDF
13.99,H,44020,111112,281220,20002246,"A: 12006621 | K: 11301",PayPal,PDF
16.69,H,44020,111112,031120,20001800,"A: 12006142 | K: 10824",PayPal,PDF
34.27,H,44020,111112,161220,20002104,"A: 12006461 | K: 11134",PayPal,PDF
15.06,H,44020,111112,111220,20002054,"A: 12006412 | K: 11084",PayPal,PDF
287.06,H,44020,111112,291220,20002311,"A: 12006676 | K: 11357",PayPal,PDF
49.86,H,44020,111112,121220,20002057,"A: 12006417 | K: 11089",PayPal,PDF
61.95,H,44020,111112,191020,20001718,"A: 12006036 | K: 10668","Mollie PayPal",PDF
40.85,H,44020,111112,121020,20001692,"A: 12006007 | K: 10567","Mollie PayPal",PDF
100.03,H,44020,111112,090121,20002085,"A: 12006442 | K: 11115",PayPal,PDF
61.98,H,44020,111112,091120,20001838,"A: 12006187 | K: 10863",PayPal,PDF
13.99,H,44020,111112,281220,20002276,"A: 12006655 | K: 11334",PayPal,PDF
-13.99,H,44020,111112,090121,21000016,"A: 12006655 | K: 11334",PayPal,PDF
27.7,H,44020,111112,281020,20001767,"A: 12006104 | K: 10788",PayPal,PDF
25.89,H,44020,111112,181220,20002123,"A: 12006481 | K: 11156",PayPal,PDF
39.69,H,44020,111112,161120,20001880,"A: 12006240 | K: 10910",PayPal,PDF
15.89,H,44020,111112,020121,20002392,"A: 12006766 | K: 11452",PayPal,PDF
18.28,H,44020,111112,031220,20001992,"A: 12006347 | K: 11017",PayPal,PDF
244.83,H,44020,111112,171120,20001896,"A: 12006222 | K: 10800",Vorkasse,PDF
139.9,H,44020,111112,211220,20002156,"A: 12006515 | K: 11191",PayPal,PDF
142.99,H,44020,111112,131020,20001697,"A: 12006011 | K: 10586","Mollie PayPal",PDF
-142.99,H,44020,111112,021120,21000008,"A: 12006011 | K: 10586","Mollie PayPal",PDF
139.9,H,44020,111112,011220,20001978,"A: 12006331 | K: 11001",PayPal,PDF
114.1,H,44020,111112,161220,20002095,"A: 12006452 | K: 11125",PayPal,PDF
43.08,H,44020,111112,281220,20002284,"A: 12006651 | K: 11330",PayPal,PDF
27.98,H,44020,111112,281220,20002251,"A: 12006637 | K: 11317",PayPal,PDF
52.99,H,44020,111112,211220,20002187,"A: 12006548 | K: 11225",PayPal,PDF
80.45,H,44020,111112,241020,20001735,"A: 12006056 | K: 10716",PayPal,PDF
25.68,H,44020,111112,171220,20002119,"A: 12006477 | K: 11152",PayPal,PDF
55.96,H,44020,111112,211220,20002185,"A: 12006539 | K: 11215",PayPal,PDF
42.89,H,44020,111112,211220,20002180,"A: 12006540 | K: 11217",PayPal,PDF
54.17,H,44020,111112,111220,20002051,"A: 12006410 | K: 11082",PayPal,PDF
13.28,H,44020,111112,041120,20001805,"A: 12006147 | K: 10829","SOFORT Überweisung",PDF
32.26,H,44020,111112,251120,20001942,"A: 12006296 | K: 10965",PayPal,PDF
39.85,H,44020,111112,281220,20002286,"A: 12006654 | K: 11333",PayPal,PDF
20.28,H,44020,111112,301220,20002366,"A: 12006733 | K: 11417",PayPal,PDF
51.43,H,44020,111112,061120,20001817,"A: 12006164 | K: 10651",PayPal,PDF
19.19,H,44020,111112,301220,20002368,"A: 12006735 | K: 11420",PayPal,PDF
25.02,H,44020,111112,231220,20002233,"A: 12006593 | K: 11269",PayPal,PDF
53.7,H,44020,111112,161220,20002099,"A: 12006457 | K: 11130",PayPal,PDF
64.17,H,44020,111112,081220,20002025,"A: 12006387 | K: 11057",PayPal,PDF
68.28,H,44020,111112,161120,20001876,"A: 12006234 | K: 10903",PayPal,PDF
71.36,H,44020,111112,191020,20001711,"A: 12006028 | K: 10652","SOFORT Überweisung",PDF
50.25,H,44020,111112,191120,20001908,"A: 12006262 | K: 10933",PayPal,PDF
142.08,H,44020,111112,301220,20002338,"A: 12006709 | K: 11391",PayPal,PDF
40.47,H,44020,111112,091120,20001834,"A: 12006173 | K: 10848","SOFORT Überweisung",PDF
33.7,H,44020,111112,201120,20001916,"A: 12006253 | K: 10925",Vorkasse,PDF
216.99,H,44020,111112,281220,20002262,"A: 12006618 | K: 11298",PayPal,PDF
109.52,H,44020,111112,291220,20002316,"A: 12006681 | K: 11362",PayPal,PDF
28.89,H,44020,111112,151220,20002089,"A: 12006445 | K: 11118",PayPal,PDF
29.36,H,44020,111112,221220,20002195,"A: 12006556 | K: 11232",PayPal,PDF
59.17,H,44020,111112,021220,20001982,"A: 12006337 | K: 11007",PayPal,PDF
18.49,H,44020,111112,191220,20002141,"A: 12006502 | K: 11178",PayPal,PDF
54.53,H,44020,111112,211220,20002161,"A: 12006520 | K: 11196",PayPal,PDF
13.78,H,44020,111112,020121,20002386,"A: 12006758 | K: 11444",PayPal,PDF
15.08,H,44020,111112,051120,20001813,"A: 12006160 | K: 10837",PayPal,PDF
18.77,H,44020,111112,090121,20002169,"A: 12006528 | K: 11204",PayPal,PDF
69.95,H,44020,111112,281220,20002245,"A: 12006615 | K: 11295",PayPal,PDF
34.97,H,44020,111112,051120,20001814,"A: 12006161 | K: 10838",PayPal,PDF
51.77,H,44020,111112,081220,20002030,"A: 12006382 | K: 11031",Kreditkarte,PDF
61.56,H,44020,111112,181120,20001901,"A: 12006256 | K: 10928",PayPal,PDF
152.69,H,44020,111112,121020,20001690,"A: 12006006 | K: 10564","Mollie PayPal",PDF
44.97,H,44020,111112,211220,20002172,"A: 12006537 | K: 11213",PayPal,PDF
53.26,H,44020,111112,141220,20002067,"A: 12006428 | K: 11101",PayPal,PDF
52.43,H,44020,111112,211020,20001726,"A: 12006043 | K: 10691","Mollie PayPal",PDF
31.45,H,44020,111112,301220,20002341,"A: 12006711 | K: 11393",PayPal,PDF
18.29,H,44020,111112,061120,20001823,"A: 12006170 | K: 10845",PayPal,PDF
13.99,H,44020,111112,291220,20002322,"A: 12006690 | K: 11371",PayPal,PDF
17.59,H,44020,111112,211220,20002166,"A: 12006525 | K: 11201",PayPal,PDF
40.47,H,44020,111112,301020,20001781,"A: 12006121 | K: 10803",PayPal,PDF
56.5,H,44020,111112,161020,20001706,"A: 12006024 | K: 10645","Mollie PayPal",PDF
15.89,H,44020,111112,181220,20002135,"A: 12006493 | K: 11168",PayPal,PDF
13.39,H,44020,111112,171220,20002112,"A: 12006470 | K: 11145",PayPal,PDF
13.99,H,44020,111112,211220,20002174,"A: 12006534 | K: 11210",PayPal,PDF
80.11,H,44020,111112,281220,20002285,"A: 12006650 | K: 11329",PayPal,PDF
52.37,H,44020,111112,091120,20001831,"A: 12006184 | K: 10859",PayPal,PDF
27.48,H,44020,111112,281020,20001766,"A: 12006103 | K: 10786",PayPal,PDF
26.95,H,44020,111112,071220,20002021,"A: 12006378 | K: 11048",PayPal,PDF
228.97,H,44020,111112,231020,20001730,"A: 12006047 | K: 10703","Mollie PayPal",PDF
17.39,H,44020,111112,221220,20002196,"A: 12006555 | K: 11233",PayPal,PDF
2797.5,H,44020,111112,131120,20001866,"A: 12006168 | K: 10843",PayPal,PDF
27.98,H,44020,111112,040121,20002448,"A: 12006770 | K: 11456",PayPal,PDF
53.96,H,44020,111112,051120,20001812,"A: 12006158 | K: 10836",PayPal,PDF
52.67,H,44020,111112,211220,20002147,"A: 12006507 | K: 11183",PayPal,PDF
50.85,H,44020,111112,261020,20001737,"A: 12006063 | K: 10726",PayPal,PDF
13.49,H,44020,111112,161120,20001881,"A: 12006227 | K: 10896",PayPal,PDF
170.7,H,44020,111112,141120,20001869,"A: 12006224 | K: 10893",PayPal,PDF
25.82,H,44020,111112,181220,20002134,"A: 12006492 | K: 11167",PayPal,PDF
17.28,H,44020,111112,101220,20002042,"A: 12006399 | K: 11070",PayPal,PDF
19.39,H,44020,111112,171120,20001892,"A: 12006248 | K: 10920",PayPal,PDF
18.29,H,44020,111112,201120,20001912,"A: 12006266 | K: 10937",PayPal,PDF
26.08,H,44020,111112,311220,20002377,"A: 12006747 | K: 11433",PayPal,PDF
18.09,H,44020,111112,281220,20002259,"A: 12006611 | K: 11289",PayPal,PDF
54.19,H,44020,111112,301220,20002350,"A: 12006718 | K: 11401",PayPal,PDF
27.98,H,44020,111112,211220,20002154,"A: 12006512 | K: 11188",PayPal,PDF
39.68,H,44020,111112,301120,20001968,"A: 12006324 | K: 10455",PayPal,PDF
13.99,H,44020,111112,301220,20002337,"A: 12006706 | K: 11388",PayPal,PDF
53.12,H,44020,111112,211220,20002167,"A: 12006529 | K: 11205",PayPal,PDF
36.89,H,44020,111112,091220,20002037,"A: 12006394 | K: 11064",PayPal,PDF
94.13,H,44020,111112,161220,20002100,"A: 12006456 | K: 11129",PayPal,PDF
113.8,H,44020,111112,301120,20001970,"A: 12006323 | K: 10994",PayPal,PDF
20.99,H,44020,111112,301220,20002357,"A: 12006726 | K: 11410",PayPal,PDF
32.26,H,44020,111112,221220,20002210,"A: 12006568 | K: 11244",PayPal,PDF
34.35,H,44020,111112,090121,20002090,"A: 12006446 | K: 11119",PayPal,PDF
54.76,H,44020,111112,301220,20002339,"A: 12006708 | K: 11390",PayPal,PDF
41.97,H,44020,111112,301220,20002359,"A: 12006725 | K: 11408",PayPal,PDF
53.85,H,44020,111112,091220,20002032,"A: 12006388 | K: 11058",PayPal,PDF
56.45,H,44020,111112,271020,20001759,"A: 12006090 | K: 10776",PayPal,PDF
51.17,H,44020,111112,231020,20001732,"A: 12006051 | K: 10706","SOFORT Überweisung",PDF
136.9,H,44020,111112,161120,20001889,"A: 12006245 | K: 10916",PayPal,PDF
21.99,H,44020,111112,291220,20002312,"A: 12006679 | K: 11360",PayPal,PDF
28.89,H,44020,111112,141220,20002061,"A: 12006419 | K: 11091",PayPal,PDF
33.16,H,44020,111112,211220,20002153,"A: 12006514 | K: 11190",PayPal,PDF
20.99,H,44020,111112,101120,20001848,"A: 12006200 | K: 10873",PayPal,PDF
50.45,H,44020,111112,181220,20002130,"A: 12006489 | K: 11164",PayPal,PDF
11.09,H,44020,111112,211220,20002191,"A: 12006552 | K: 11230",PayPal,PDF
53.96,H,44020,111112,091120,20001837,"A: 12006183 | K: 10858",PayPal,PDF
17.28,H,44020,111112,291220,20002313,"A: 12006675 | K: 11356","SOFORT Banking",PDF
20.19,H,44020,111112,281220,20002288,"A: 12006638 | K: 11318",PayPal,PDF
13.99,H,44020,111112,311220,20002378,"A: 12006739 | K: 11424",PayPal,PDF
22.09,H,44020,111112,031120,20001799,"A: 12006141 | K: 10823",PayPal,PDF
16.25,H,44020,111112,221220,20002199,"A: 12006558 | K: 11234",PayPal,PDF
26.08,H,44020,111112,020121,20002382,"A: 12006759 | K: 11445",PayPal,PDF
54.34,H,44020,111112,151220,20002082,"A: 12006439 | K: 11112",PayPal,PDF
0.11,H,44020,111112,121120,20001856,"A: 12006210 | K: 10200",Kreditkarte,PDF
-0.11,H,44020,111112,090121,21000023,"A: 12006210 | K: 10200",Kreditkarte,PDF
50.34,H,44020,111112,231120,20001923,"A: 12006278 | K: 10948",PayPal,PDF
154.07,H,44020,111112,261120,20001953,"A: 12006308 | K: 10979",PayPal,PDF
18.29,H,44020,111112,281220,20002255,"A: 12006607 | K: 11284",PayPal,PDF
69.9,H,44020,111112,101120,20001846,"A: 12006199 | K: 10872",PayPal,PDF
60.93,H,44020,111112,071220,20002009,"A: 12006369 | K: 11039",PayPal,PDF
68.31,H,44020,111112,031120,20001803,"A: 12006146 | K: 10828",PayPal,PDF
11.29,H,44020,111112,231020,20001731,"A: 12006049 | K: 10705","Mollie PayPal",PDF
33.15,H,44020,111112,090121,20002214,"A: 12006574 | K: 11250",PayPal,PDF
56.45,H,44020,111112,101120,20001847,"A: 12006201 | K: 10363",PayPal,PDF
70.47,H,44020,111112,271020,20001752,"A: 12006081 | K: 10767",PayPal,PDF
274.99,H,44020,111112,091220,20002033,"A: 12006390 | K: 11060",PayPal,PDF
45.91,H,44020,111112,020121,20002383,"A: 12006743 | K: 11429",PayPal,PDF
22.8,H,44020,111112,311220,20002371,"A: 12006756 | K: 11442",PayPal,PDF
30.48,H,44020,111112,181220,20002137,"A: 12006496 | K: 11171",PayPal,PDF
33.66,H,44020,111112,040121,20002292,"A: 12006644 | K: 11324",PayPal,PDF
102.42,H,44020,111112,071220,20002007,"A: 12006364 | K: 11035",PayPal,PDF
40.28,H,44020,111112,021120,20001795,"A: 12006137 | K: 10819",PayPal,PDF
22.09,H,44020,111112,061120,20001822,"A: 12006169 | K: 10844",PayPal,PDF
46.68,H,44020,111112,221220,20002197,"A: 12006557 | K: 11234",PayPal,PDF
14.79,H,44020,111112,251120,20001947,"A: 12006301 | K: 10970","SOFORT Überweisung",PDF
51.81,H,44020,111112,091220,20002035,"A: 12006392 | K: 11062",PayPal,PDF
28.67,H,44020,111112,091120,20001832,"A: 12006185 | K: 10860",PayPal,PDF
22.97,H,44020,111112,211220,20002176,"A: 12006533 | K: 11209",PayPal,PDF
25.85,H,44020,111112,211220,20002149,"A: 12006510 | K: 11186",PayPal,PDF
13.99,H,44020,111112,211220,20002188,"A: 12006497 | K: 11172",PayPal,PDF
486.96,H,44020,111112,111220,20002050,"A: 12006401 | K: 11072",Vorkasse,PDF
16.09,H,44020,111112,311220,20002370,"A: 12006753 | K: 11439",PayPal,PDF
12.59,H,44020,111112,021220,20001988,"A: 12006334 | K: 11004",PayPal,PDF
68.45,H,44020,111112,051220,20002004,"A: 12006358 | K: 11028",PayPal,PDF
22.29,H,44020,111112,171120,20001898,"A: 12006252 | K: 10924",Kreditkarte,PDF
113.8,H,44020,111112,091220,20002031,"A: 12006389 | K: 11059",PayPal,PDF
165.89,H,44020,111112,081220,20002023,"A: 12006386 | K: 11056",PayPal,PDF
29.39,H,44020,111112,171220,20002113,"A: 12006471 | K: 11146",PayPal,PDF
14.49,H,44020,111112,090121,20002097,"A: 12006453 | K: 11126",PayPal,PDF
319.98,H,44020,111112,191120,20001907,"A: 12006261 | K: 10932",PayPal,PDF
13.99,H,44020,111112,211220,20002151,"A: 12006511 | K: 11187",PayPal,PDF
41.65,H,44020,111112,090121,20001744,"A: 12006069 | K: 10735",PayPal,PDF
329.98,H,44020,111112,231120,20001922,"A: 12006277 | K: 10946",PayPal,PDF
72.24,H,44020,111112,281220,20002297,"A: 12006661 | K: 11340",PayPal,PDF
10.89,H,44020,111112,081220,20002028,"A: 12006380 | K: 11051",PayPal,PDF
117.49,H,44020,111112,071220,20002006,"A: 12006362 | K: 11033",PayPal,PDF
26.98,H,44020,111112,191120,20001910,"A: 12006264 | K: 10935",PayPal,PDF
18.09,H,44020,111112,161120,20001887,"A: 12006242 | K: 10913",PayPal,PDF
54.76,H,44020,111112,071220,20002013,"A: 12006373 | K: 11044",PayPal,PDF
90.24,H,44020,111112,281220,20002293,"A: 12006646 | K: 11326",PayPal,PDF
52.88,H,44020,111112,090121,20001931,"A: 12006287 | K: 10957",PayPal,PDF
30.89,H,44020,111112,171220,20002116,"A: 12006474 | K: 11149",PayPal,PDF
46.27,H,44020,111112,211220,20002170,"A: 12006527 | K: 11203",PayPal,PDF
12.59,H,44020,111112,291220,20002318,"A: 12006684 | K: 11365",PayPal,PDF
40.47,H,44020,111112,271020,20001757,"A: 12006088 | K: 10774",PayPal,PDF
25.08,H,44020,111112,211220,20002189,"A: 12006553 | K: 11231",PayPal,PDF
28.88,H,44020,111112,261020,20001745,"A: 12006071 | K: 10738",PayPal,PDF
19.37,H,44020,111112,301220,20002346,"A: 12006691 | K: 11372",PayPal,PDF
35.39,H,44020,111112,091120,20001841,"A: 12006191 | K: 10867",PayPal,PDF
55.49,H,44020,111112,181220,20002131,"A: 12006488 | K: 11163",PayPal,PDF
328.56,H,44020,111112,161220,20002108,"A: 12006465 | K: 11140",PayPal,PDF
34.88,H,44020,111112,181220,20002126,"A: 12006484 | K: 11159",PayPal,PDF
40.67,H,44020,111112,151220,20002091,"A: 12006448 | K: 11121",PayPal,PDF
8.29,H,44020,111112,301220,20002336,"A: 12006707 | K: 11389",PayPal,PDF
52.35,H,44020,111112,021120,20001787,"A: 12006128 | K: 10810",PayPal,PDF
10.08,H,44020,111112,281220,20002260,"A: 12006612 | K: 11291",PayPal,PDF
27.08,H,44020,111112,131120,20001859,"A: 12006214 | K: 10885",PayPal,PDF
164.99,H,44020,111112,101220,20002038,"A: 12006397 | K: 11067",PayPal,PDF
50.81,H,44020,111112,020121,20002385,"A: 12006751 | K: 11437",PayPal,PDF
41.97,H,44020,111112,151220,20002083,"A: 12006441 | K: 11114",PayPal,PDF
128.73,H,44020,111112,231220,20002133,"A: 12006491 | K: 11166",PayPal,PDF
16.88,H,44020,111112,090121,20002138,"A: 12006494 | K: 11169",PayPal,PDF
58.55,H,44020,111112,071220,20002018,"A: 12006375 | K: 11046",PayPal,PDF
15.08,H,44020,111112,281220,20002269,"A: 12006625 | K: 11305",PayPal,PDF
42.78,H,44020,111112,221220,20002202,"A: 12006562 | K: 11238",PayPal,PDF
